iteration,chain,Q1,Q2,Q3,Q4,Q5,Q6,Q7,R,Ylacglc,Yammgln,lambda,u0_LAC,u0_MAb,obj,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1011,1,1.1208007112564879e7,0.04131893951062478,0.12713761543494043,0.06060468670287083,0.11130782631496254,0.214597860845945,0.1190906785834301,8.554407767160985e7,3.304188591599739,0.9083317972621681,7.904014219116712e-9,4.711688459463469,256.48519462090803,-1.4573455101484631,-35.03797950365771,15.0,1.0,0.9928072121856304,-35.03797950365771,40.669888176437915,-0.0015646258578172478,-0.2550705271914495,3.0,0.0,0.42419215737695554,0.42419215737695554
1012,1,9.901330601127742e6,0.126651792949531,0.03636318731234315,0.09748023458620052,0.07293613796900954,0.014784355281819586,0.07214324648221465,1.6454244224841222e8,2.006413469011,1.1090846278676771,1.0883813875357878e-8,5.187048113955095,53.902025924400455,0.7622221392512468,-35.76607813055027,7.0,1.0,0.750313665952761,-35.76607813055027,41.7094430603105,0.2413170566045011,0.509920055224427,3.0,0.0,0.42419215737695554,0.42419215737695554
1013,1,1.184984842757049e7,0.047525604170003566,0.12434963141450162,0.0987101086109248,0.09989275304142943,0.047507495495137414,0.1288602941211035,1.2934268745464668e8,2.323654530043069,0.7994055387772911,3.4241766410759874e-9,4.2369807624746905,87.247145706933,-0.45247086023221184,-33.38082129104014,7.0,1.0,0.9720027697553631,-33.38082129104014,39.45464033507241,-0.15839164532609118,-0.28815224395945194,3.0,0.0,0.42419215737695554,0.42419215737695554
1014,1,9.542454387193838e6,0.012194643194267983,0.07394925555162128,0.05612946850059938,0.13075102130452973,0.015299046354580638,0.08145954878359438,1.289390053499414e8,3.974206368207396,1.8975765040710129,7.106180967378588e-9,7.918333305538483,186.94460260175336,-1.6881882096571592,-35.75142029117606,7.0,1.0,0.7847471080858893,-35.75142029117606,42.323693506466626,0.14999164247157637,0.45224739335997555,3.0,0.0,0.42419215737695554,0.42419215737695554
1015,1,9.173332175929338e6,0.12280485543813699,0.04563189200547522,0.08265600024502351,0.048430037219681206,0.2538533563674141,0.10893990422505488,1.3480881111065996e8,3.280351965396015,0.9270253836378146,6.42540058728184e-9,7.206191670734046,116.30065393470659,2.1279652490938785,-34.97019372381346,7.0,1.0,0.9676933580662973,-34.97019372381346,42.11993511766228,-0.054238626353686925,-0.3678952119973715,3.0,0.0,0.42419215737695554,0.42419215737695554
1016,1,1.0417464155653737e7,0.06901148767638933,0.007411092225890203,0.18885544688182135,0.025346288995919234,0.10959209452139261,0.1350297997700486,9.968818344880664e7,3.61312625423496,0.4809891001576573,5.7224760137592944e-9,7.9936645039284295,269.14802678208827,1.1684238028936924,-37.279923655655836,7.0,1.0,0.7457998617024192,-37.279923655655836,44.2877270107585,0.11454261737679872,1.205808418661121,3.0,0.0,0.42419215737695554,0.42419215737695554
1017,1,9.821951282367812e6,0.09343687993323613,0.026166322853609654,0.031347095257840414,0.1437441309294028,0.09359763209489186,0.008656137305311904,1.7774893391963923e8,2.5145868745358264,1.6181465920871183,9.848248890317608e-9,4.351562256501177,218.38123140956822,-1.3152587504170876,-36.53819539415543,7.0,1.0,0.8654472798382782,-36.53819539415543,43.214186025624365,-0.00692889929261753,0.7834138250225848,3.0,0.0,0.42419215737695554,0.42419215737695554
1018,1,9.656402558145886e6,0.11842173289949115,0.11480768740030167,0.052547612416268236,0.11858724334794954,0.07010225051175209,0.017806766299030184,1.7742742804909417e8,3.338410835664201,1.826507969704076,7.965216933696948e-9,5.0171212483450125,176.45611345507274,-1.8108846790738995,-35.434401814284136,7.0,1.0,0.5495171115081526,-35.434401814284136,43.243467083288785,-0.40873537418377026,1.6268318077120156,3.0,0.0,0.42419215737695554,0.42419215737695554
1019,1,1.1272477380443506e7,0.059496991558197786,0.09051775776087927,0.03180801282520528,0.058860553348782034,0.1223946986644658,0.215559727149156,1.7694648854569197e8,2.67474616472449,0.750892152981756,2.456507183763196e-9,9.543610897415885,54.489645032719515,1.1572926659067915,-41.339855661795625,7.0,1.0,0.7409470501406096,-41.339855661795625,46.41145710586016,0.4916232095064501,0.4916232095064501,3.0,0.0,0.42419215737695554,0.42419215737695554
1020,1,8.628673060783828e6,0.1623987038505153,0.09882458294491313,0.07464186445417775,0.08864780107850267,0.04020823092742527,0.0045304545416168995,8.67893281856131e7,3.1215151445567297,1.502905799407245,1.1663888005237317e-8,0.7163945360856867,164.8044366499901,-0.9248436141517316,-38.15139671796218,7.0,1.0,0.8540146499748277,-38.15139671796218,47.13501049037548,-0.022207656513288043,0.3055211461115235,3.0,0.0,0.42419215737695554,0.42419215737695554
1021,1,1.1242130212769583e7,0.025471219477218515,0.10039194683643861,0.03167196298087368,0.07742294176314113,0.07187020619050823,0.2938840879655028,1.475670133324953e8,2.004330986102659,0.9777931390687344,2.7055131628854154e-9,9.37322331370058,199.62172640658966,1.0044921166940515,-38.041623666582865,7.0,1.0,0.8733626789856475,-38.041623666582865,44.25113514535622,0.46512522921826616,0.46512522921826616,3.0,0.0,0.42419215737695554,0.42419215737695554
1022,1,9.779518439455593e6,0.19144381006563205,0.04567178579959514,0.15578811369584977,0.09123508857972898,0.10596785959061025,0.006300561453713394,1.6818171651948285e8,3.819484284421976,1.4725383545454327,7.910401994280503e-9,0.3539395090838523,265.66844409093164,0.6583112647157271,-36.9485699587031,7.0,1.0,1.0,-36.9485699587031,43.096140917839755,-0.3904189010546517,-0.6962050886917979,3.0,0.0,0.42419215737695554,0.42419215737695554
1023,1,1.0071487621953359e7,0.0069773769092461475,0.025470553481412677,0.021264859126195513,0.07033073497114062,0.07344717331685229,0.10121984310707288,9.751373421623763e7,1.542476860131004,1.1263024266840413,4.774007832550708e-9,9.34580331718124,137.69337564069082,0.25087649974870707,-35.951247955713136,7.0,1.0,0.6147217789723166,-35.951247955713136,43.071688563193135,0.371414572550961,0.9162931189252888,3.0,0.0,0.42419215737695554,0.42419215737695554
1024,1,1.020623645744108e7,0.00501671215387159,0.18049541986073261,0.0787504887616459,0.1440028202219151,0.13348971711391588,0.07833336066696946,1.1540296195842278e8,3.7240609884120923,0.8547196645301589,8.413915198774151e-9,3.3760644185789275,193.57294536659668,-1.9650799139321649,-35.173033010986245,7.0,1.0,0.990394080230975,-35.173033010986245,40.227938294750615,-0.11060014383133421,-0.2449801458327414,3.0,0.0,0.42419215737695554,0.42419215737695554
1025,1,1.0091575546201155e7,0.0008687762278997479,0.033293451167808824,0.15750943506560472,0.04502793744640208,0.092819022573268,0.11831940550947971,1.5698414449668923e8,4.256803467146916,0.5540178919059964,9.59212774470619e-9,4.989723477455627,237.96221225099634,-0.7094347905599375,-37.73851890023284,15.0,1.0,0.9178941404351019,-37.73851890023284,41.01231786511411,0.0034047736666309447,1.100922210012989,3.0,0.0,0.42419215737695554,0.42419215737695554
1026,1,9.987562646247197e6,0.2164259675751728,0.030986887136482167,0.04840332072762409,0.11784742042102628,0.09882208033111876,0.024456878469894736,1.0208806905539107e8,2.5627237702082963,2.0396352424603226,4.853276105083727e-9,5.37244711272251,95.59740198854192,0.4169864403599121,-36.91250858094949,7.0,1.0,0.8771610568669027,-36.91250858094949,44.27340578470069,-1.1394124611293677,-1.1394124611293677,3.0,0.0,0.42419215737695554,0.42419215737695554
1027,1,1.042863283454736e7,0.011901869089127425,0.06643194222780775,0.04272432106390177,0.06358111722135461,0.08327353189613564,0.09465028093504234,1.4961168513356644e8,2.479821010866986,0.6744309238288522,3.859696222379289e-9,3.544607991473549,266.2755930494296,-0.14719172605733197,-33.35627102759864,7.0,1.0,0.9765901437354015,-33.35627102759864,41.454781986418396,-0.24153546907782442,-0.24153546907782442,3.0,0.0,0.42419215737695554,0.42419215737695554
1028,1,1.0011064061000284e7,0.18545969178040184,0.022299416065742095,0.026224357588943,0.06291523880960008,0.09997967243172438,0.08795500212784907,1.719555458753886e8,1.1595172847038855,1.768309177557108,1.0600338605367751e-8,8.053413276019766,54.591907131552695,-0.7174144174858109,-39.0672430901144,7.0,1.0,0.7655969428425793,-39.0672430901144,42.400429469762436,0.3275148034931945,0.5134259787220898,3.0,0.0,0.42419215737695554,0.42419215737695554
1029,1,9.04036616056756e6,0.022290198283697858,0.2077789344207491,0.17661947785662066,0.042358403006273256,0.029422224745451857,0.07955685982068052,1.1333756678446959e8,4.305018946114694,0.781351414584238,3.419423911310492e-9,6.010117596327838,60.99034164776766,2.376794933372537,-40.14556731695654,7.0,1.0,0.9642502751777045,-40.14556731695654,46.596551503763976,0.0321729559197621,-0.40545229329985943,3.0,0.0,0.42419215737695554,0.42419215737695554
1030,1,1.0674267386608178e7,0.11607893045646217,0.01673043353763587,0.03911877912201926,0.09458674650576668,0.1447308558837651,0.09168111131000098,1.1930152083475639e8,1.616587696760234,0.8213508887724522,7.743770477872461e-9,0.08060978898655094,192.43181709034158,0.055726308115717216,-35.48046228296825,7.0,1.0,0.9834982494784056,-35.48046228296825,44.94959323081886,-0.3094426683271081,-0.3094426683271081,3.0,0.0,0.42419215737695554,0.42419215737695554
1031,1,1.020680954750488e7,0.15149185759548534,0.04964877088712914,0.09631024849630258,0.17685695596990494,0.19136683813269373,0.050551988838128226,1.3239588304380634e8,2.9986792147654318,1.5477535625027299,5.556387220840759e-9,0.0753102431795672,251.66902592704687,0.6977781991577954,-35.66798928845906,7.0,1.0,0.8367901297481009,-35.66798928845906,40.01571585555014,0.07423841887947447,0.6264127210809676,3.0,0.0,0.42419215737695554,0.42419215737695554
1032,1,1.0414102032130191e7,0.027197116132676304,0.09587059108483117,0.10180315181550084,0.03394255779253598,0.052150763022872706,0.18292822420452381,1.764895699892127e8,1.9421892459843033,2.0246287069337665,3.211271733149203e-9,0.8687458819148829,201.20863132190425,0.010009296881197394,-38.397913707500926,15.0,1.0,0.6298049965109278,-38.397913707500926,44.50291772595596,0.4667296872154054,1.278073651183334,3.0,0.0,0.42419215737695554,0.42419215737695554
1033,1,1.0037165961608933e7,0.008750195288495348,0.03174725276661671,0.037101607121755316,0.07826944557879713,0.15468872459575342,0.023390097178563305,1.0619896225067759e8,4.0550479753537925,1.5989312053790043,7.946110201760557e-9,6.361910916626984,160.19880340692413,0.1291567438917984,-34.44950674807805,7.0,1.0,0.9673078967534346,-34.44950674807805,42.470475507182975,-0.24808597522539344,-0.24808597522539344,3.0,0.0,0.42419215737695554,0.42419215737695554
1034,1,9.004139729401235e6,0.14891290457628772,0.11511949295268836,0.00663549119257642,0.04178071466325221,0.04127286588948596,0.003271420563088938,1.4903609549027413e8,1.7700680872111332,0.7664161530974032,7.646868031213907e-9,7.958676540435707,187.06756209365798,0.8349553533690095,-37.22089500200932,7.0,1.0,0.9543312408339518,-37.22089500200932,41.96464757758983,-0.16802861553205872,-0.4310733493838299,3.0,0.0,0.42419215737695554,0.42419215737695554
1035,1,9.625274130018737e6,0.22650904902030594,0.05958608959828214,0.008737470811795376,0.05543297454727828,0.034544247385815664,0.0024699594641993056,1.4035574856388918e8,1.8720453409494635,0.8798621940214442,4.473657390062365e-9,7.2797535752155405,170.5041734348713,0.6067362604837407,-37.54187754106156,15.0,1.0,0.8266152942921725,-37.54187754106156,42.58880224390344,0.31265660407448337,0.4240086450456815,3.0,0.0,0.42419215737695554,0.42419215737695554
1036,1,8.611354222287972e6,0.00546110405830431,0.026645077441609263,0.02651628750622582,0.14402840024213104,0.13949376274345682,0.2846301720061891,1.58443481768702e8,3.1433880655178763,1.3970131306663403,6.904797003895421e-9,4.462471783612622,174.37418282545923,-0.0993071679107708,-37.42767556218572,7.0,1.0,0.8591935768652059,-37.42767556218572,43.42665841099802,0.0883913488707222,0.45736939858905856,3.0,0.0,0.42419215737695554,0.42419215737695554
1037,1,1.0045446103003753e7,0.1807734823634088,0.1888798255767897,0.03661193650319852,0.0269617940457822,0.026619587690170556,0.006751776018755363,1.7596702133318973e8,1.7395709047825396,1.590297227604315,9.79978321447172e-9,4.683101189961228,191.0965147584539,0.06233455697300056,-37.35844432850601,7.0,1.0,0.9784878913413374,-37.35844432850601,44.294389588315795,-0.27229110754269215,-0.3847304065703767,3.0,0.0,0.42419215737695554,0.42419215737695554
1038,1,9.659792183713198e6,0.0063114318459143864,0.03545584936917737,0.17200887598578035,0.19585409824735392,0.07753867168295288,0.10397512869733631,8.48413455503043e7,3.807181536019123,0.8126166770287222,8.290067353680137e-9,0.4261156684041562,149.25920010745205,-0.8272683775482509,-37.736103660158754,23.0,1.0,0.7346240899314466,-37.736103660158754,45.07326631465682,0.2978017980359837,0.9583896344022875,4.0,0.0,0.42419215737695554,0.42419215737695554
1039,1,1.1609134194780173e7,0.0421332557018551,0.0088915441776268,0.039808495516794856,0.02527138473162856,0.11573527970286505,0.07644015776737076,1.3488303069194224e8,1.8102876800661014,1.9533481638140229,5.4353808392426255e-9,8.568973410392353,212.3717415141834,-0.7234756255617647,-36.87223929211092,15.0,1.0,0.9434118158193197,-36.87223929211092,46.04709935992584,-0.03221655328120221,0.6477663738020496,3.0,0.0,0.42419215737695554,0.42419215737695554
1040,1,1.0121347373940509e7,0.011474143565959076,0.15061322784736803,0.017243992596928524,0.06551285501728432,0.14964320207223245,0.10800499331968315,1.4321642777694848e8,1.874153046530656,1.9778720454025156,8.077367543441142e-9,8.353185371797647,266.6532907772785,0.4975377790726677,-36.09634761520263,7.0,1.0,0.7115767750010757,-36.09634761520263,43.90479946896884,-0.6312139026064543,2.4751628147056266,3.0,0.0,0.42419215737695554,0.42419215737695554
1041,1,9.128642247280946e6,0.010740345285473457,0.03439038391555634,0.017800060951937702,0.03418677279146358,0.04685748777308175,0.09701417835460965,1.3696172769535446e8,4.406284945628112,2.0011422393865503,3.025343047612265e-9,7.923070123222875,74.18908130033189,0.19950680849846,-39.84580202208297,7.0,1.0,0.9005756067844682,-39.84580202208297,42.915497023244065,0.24383134825365005,0.24383134825365005,3.0,0.0,0.42419215737695554,0.42419215737695554
1042,1,1.1069534550389472e7,0.01203646768810267,0.19904063297941355,0.016094453781144814,0.052775369788640135,0.10207010213309815,0.11218896760454858,1.0410951856919716e8,3.6228819975389563,1.1077868037850571,1.1753003209636942e-8,5.41466076647052,100.60198249625421,-0.42280951640198017,-36.34578928905217,7.0,1.0,0.93927611699022,-36.34578928905217,47.349384451743624,-0.1842375337866926,0.2277255332604966,3.0,0.0,0.42419215737695554,0.42419215737695554
1043,1,8.845328371209614e6,0.05159604270052785,0.08541885295610692,0.06886713885243562,0.15629924443260584,0.10742204582740057,0.10523918793634351,1.5223550328455955e8,1.6678998813048316,1.2873296266068839,2.581439820331999e-9,4.272246479372803,267.51610533372593,-0.03149880350112333,-33.39409048686446,7.0,1.0,1.0,-33.39409048686446,40.74121936358182,-0.30977623710229096,-0.30977623710229096,3.0,0.0,0.42419215737695554,0.42419215737695554
1044,1,8.907190731524957e6,0.05046714205972629,0.07377073976067351,0.08327105488439202,0.09653069572780588,0.09043762256541621,0.10707421037823413,1.3285881351801458e8,3.2967016000151528,1.717978944418797,2.4147213471622346e-9,4.411805972228768,224.31219752509975,0.061494654716567426,-32.44886481984008,7.0,1.0,0.877911235136738,-32.44886481984008,39.256694098356704,-0.10689201944241944,0.23554368614806975,3.0,0.0,0.42419215737695554,0.42419215737695554
1045,1,8.822419622743405e6,0.02069176373406831,0.10719716425202182,0.052226181792655424,0.03674295400508495,0.03390282404474978,0.08872491391712196,1.444388433931629e8,2.386337821474668,1.1565552786445057,2.056363837025952e-9,2.117080011023446,147.85686788425323,-0.7806789699986487,-36.70483916130051,7.0,1.0,0.8886619157071775,-36.70483916130051,39.3558428014808,0.13801599378621177,0.21877642967169209,3.0,0.0,0.42419215737695554,0.42419215737695554
1046,1,9.3542418874237e6,0.0023427114145465203,0.04366896187146665,0.07289721723585911,0.09898852447836375,0.1694491102035392,0.10076146079166039,1.6118767365462175e8,2.3396297276606894,1.369527811746087,1.2024859043579066e-8,6.907756196472206,177.92745420269318,2.667995531989529,-40.171939299949216,15.0,1.0,0.8994178180124358,-40.171939299949216,46.795620504876396,0.10525734093127426,0.9150139972504334,3.0,0.0,0.42419215737695554,0.42419215737695554
1047,1,9.186987743535394e6,0.004135719783693034,0.07703328220052423,0.0420934367480608,0.15009120694075526,0.06160082942720645,0.0142719937289754,1.063443743099315e8,2.512639120213075,1.5892172877198427,7.904795972697808e-9,1.8729796032757495,94.2744620948829,0.3081155284040742,-35.677809214944574,7.0,1.0,0.8746544953365664,-35.677809214944574,46.76390498087372,-0.24366800627417717,0.3273136926691862,3.0,0.0,0.42419215737695554,0.42419215737695554
1048,1,1.0767092320347937e7,0.010891373076874109,0.08647111611813812,0.23330544249233365,0.036291631448986804,0.07519057748106288,0.029233197013563715,1.5065791811177093e8,3.0641109088369207,1.3015798033680746,8.813439302802763e-9,4.389397186523931,89.2602430041899,1.1120023959205427,-35.27413996039571,7.0,1.0,0.9326702753584702,-35.27413996039571,40.467465567591525,0.13498536112211923,0.15739528805708858,3.0,0.0,0.42419215737695554,0.42419215737695554
1049,1,8.097630897137151e6,0.019330176639321985,0.07690995261356923,0.016959009421332473,0.09199200422764574,0.12687813606346293,0.16181018063632657,1.3590156774459428e8,3.708143893710155,1.3056184575175185,8.668011431314397e-9,8.023304700935347,297.41789306743965,-0.3544554566208856,-37.70253744799705,15.0,1.0,0.958385201320546,-37.70253744799705,42.82247495771645,-0.23486685074138336,-0.4722359710716546,3.0,0.0,0.42419215737695554,0.42419215737695554
1050,1,9.852318286817344e6,0.13622606870570253,0.012301672726635411,0.15265303546342904,0.08554567070860816,0.006500400250950196,0.02391910182158755,1.2185017826570463e8,4.038816797253805,0.45928018398297593,1.0278245067403078e-8,0.32892166410333484,122.08007767768325,0.5344696000479318,-39.49877288762708,23.0,1.0,0.7681912772163509,-39.49877288762708,49.26605044772422,0.21548983758883367,0.8730652375169257,4.0,0.0,0.42419215737695554,0.42419215737695554
1051,1,1.0086707600503009e7,0.0935397692888213,0.2579793512819009,0.1005727649901528,0.007831028631958746,0.011503821933372613,0.03290620151724151,1.443410181113985e8,1.3770107280689174,2.031165821391234,5.459915023179272e-9,9.676926250994635,156.22960009683226,-0.576036883535707,-41.69605102700206,15.0,1.0,0.9716915240539546,-41.69605102700206,50.59984899046721,-0.6068555421076312,-0.8698423998012785,4.0,0.0,0.42419215737695554,0.42419215737695554
1052,1,9.037551479186643e6,0.008964371230217025,0.008685074914209993,0.07939314969528459,0.15076593164316082,0.04934215606217054,0.02735398291946081,1.572717527162203e8,4.3128377365461406,0.8296058105178498,6.0122837493100915e-9,2.067527577903534,119.85719569239653,-0.9631117138269351,-37.419414442403536,7.0,1.0,1.0,-37.419414442403536,47.24281786840232,-0.4889306609063624,-0.4889306609063624,3.0,0.0,0.42419215737695554,0.42419215737695554
1053,1,8.958355712497098e6,0.006531577856554724,0.1153960729209977,0.09187341023641137,0.033112161201366994,0.08426002989002129,0.006461676269769535,1.0582024999812418e8,1.6718978768833508,1.7188582073307228,2.7377964051205167e-9,3.793149588690159,75.26813072610766,-0.26441120768205134,-38.04197525187507,7.0,1.0,0.8800014508897822,-38.04197525187507,43.932972048581064,-0.20760189908831705,0.7412291454044677,3.0,0.0,0.42419215737695554,0.42419215737695554
1054,1,1.1134496443457428e7,0.17125849147568914,0.1265324827748695,0.011142584679407663,0.1417554270972984,0.12439014269548447,0.007741926225774837,1.5662431379799542e8,3.5009806745199343,0.8568699987039383,1.0859087357219411e-8,6.408223788023206,260.4446691454043,-0.1681023784762533,-36.28921809312703,7.0,1.0,0.9226163026057197,-36.28921809312703,43.53311526738007,-0.21152726261874477,0.4520745152302723,3.0,0.0,0.42419215737695554,0.42419215737695554
1055,1,1.0184254543633945e7,0.10697012254578271,0.09850963369884344,0.058654780278657295,0.10846781418487829,0.07923326219050121,0.021870921530820226,1.6551571753808266e8,2.9363354617449327,1.8842456906548612,5.345193152411942e-9,4.475340718619729,92.86315032953269,-0.2298129868840061,-32.60261380654865,7.0,1.0,0.9395555502954923,-32.60261380654865,42.35028008147124,-0.19246671494682488,0.3041750511869381,3.0,0.0,0.42419215737695554,0.42419215737695554
1056,1,9.262489277718067e6,0.10126504852501086,0.0040633394797625405,0.032667468770584664,0.07497310253100445,0.17532471812188988,0.036983708511230194,1.300510660957689e8,3.1723393020063435,1.8736335681421648,3.5931218252730166e-9,2.9147722101174556,185.0602205222428,0.33843213944410777,-35.43669118782807,7.0,1.0,0.2498766907403184,-35.43669118782807,40.448600547740035,0.48333359812149723,2.8856476971384595,3.0,0.0,0.42419215737695554,0.42419215737695554
1057,1,9.26180412141035e6,0.1304914690399531,0.2362903567088504,0.04209826352146148,0.0969799375016191,0.035794182571495796,0.09495856546224586,1.3614953397972834e8,1.627601594153265,1.1171016529087778,6.733456275037065e-9,5.609792904116296,264.8280003230893,0.45008653987835734,-33.28722318455327,7.0,1.0,0.9822470197794981,-33.28722318455327,37.61652095021094,-0.8086509602215131,-0.8086509602215131,3.0,0.0,0.42419215737695554,0.42419215737695554
1058,1,9.21165322684822e6,0.10161113552159524,0.02375939947205159,0.014712942676753745,0.2349437864202715,0.011763745948944583,0.1001805475929878,9.289447805638483e7,3.293574410674028,1.8801908451046043,6.304202097729536e-9,6.536342992909669,202.33957198630492,-0.7899097015121667,-36.97338786195606,7.0,1.0,0.7614320494074323,-36.97338786195606,42.35670978662105,0.4164240030891264,0.4399633073370879,3.0,0.0,0.42419215737695554,0.42419215737695554
1059,1,9.431387976105476e6,0.07645505596907289,0.12517901531433973,0.13657155894791356,0.028241824203969996,0.1258015771691728,0.03480483724339546,1.6124817958065492e8,1.2445674028497609,0.8619637249324987,1.1907899249498439e-8,7.26357047341542,285.9699312359607,1.2127309220962605,-37.532757058033084,7.0,1.0,0.850360443642552,-37.532757058033084,46.13519539750369,-0.2803501456962465,0.7956886292363237,3.0,0.0,0.42419215737695554,0.42419215737695554
1060,1,9.696840066411816e6,0.1640771951640506,0.07370533264774974,0.07091946070568426,0.176802941679845,0.05815779135873094,0.17359292055073935,9.318529701908442e7,3.087229667870532,0.4636520283790897,8.095922161606177e-9,2.360011577714691,294.24723081586023,-0.584644475170199,-36.48857239725453,7.0,1.0,0.9721278288862916,-36.48857239725453,43.93345993819912,-0.18151772234234187,0.19224622938676816,3.0,0.0,0.42419215737695554,0.42419215737695554
1061,1,9.194642772245236e6,0.04846061195573017,0.05191206438095128,0.08729938368914314,0.026846600015370384,0.03564633978543817,0.04335608230966687,1.2670245045551421e8,2.967818562847234,1.9200912257401561,3.663296583598872e-9,0.764015382499509,296.15745384416493,2.350602341557753,-40.16606173124735,7.0,1.0,0.9283745793693372,-40.16606173124735,45.100371824593985,0.22610129570558968,0.23026346208299486,3.0,0.0,0.42419215737695554,0.42419215737695554
