iteration,chain,σ,Q1,Q2,Q3,Q4,Q5,Q6,Q7,r,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1001,1,10337.368385909735,0.2337555366784066,0.11081938711574484,0.10435556380438273,0.007058881505956938,0.10625187570526752,0.1212348799280649,0.11451052597964805,7.17620305731971e8,-302.33595603210233,15.0,1.0,0.8887241907342711,-302.33595603210233,310.70628786926216,-0.0566936021181732,0.44136881466550903,3.0,0.0,0.3425427024057621,0.3425427024057621
1002,1,9249.686632154657,0.10762711816184278,0.05935926839628322,0.07063450531082688,0.005785668351318921,0.2753651938058284,0.2657036348973116,0.2357642573554484,7.645602362634194e8,-304.59656292815447,7.0,1.0,0.8404590161157769,-304.59656292815447,307.8089737213604,0.3229590394163324,0.3229590394163324,3.0,0.0,0.3425427024057621,0.3425427024057621
1003,1,8101.191060131528,0.20509056335166304,0.27438814729472816,0.1909276883942256,0.059400809179983,0.15856349555799695,0.03446310470813893,0.0782761590486213,4.9066431528377795e8,-300.55019869388514,7.0,1.0,1.0,-300.55019869388514,305.1722065373813,-0.3929266779576892,-0.5475102782677936,3.0,0.0,0.3425427024057621,0.3425427024057621
1004,1,8641.641453408192,0.22012055798385222,0.08264979901755207,0.10176598620849979,0.1422468314039571,0.16836101123057323,0.0576628523444471,0.18582559629440773,7.999912148548857e8,-298.4174200499802,7.0,1.0,0.8758133005589273,-298.4174200499802,305.68364919335716,0.042441122602213,0.31316503263923323,2.0,0.0,0.3425427024057621,0.3425427024057621
1005,1,8627.637730446604,0.3214965076997617,0.08484262806931651,0.1294509319562291,0.10334605084330047,0.15615652439571628,0.09223408775973921,0.14456506395094365,8.291017255767456e8,-299.5781586488691,7.0,1.0,0.8503694371799586,-299.5781586488691,301.9712970460022,0.2455084296456107,0.2455084296456107,3.0,0.0,0.3425427024057621,0.3425427024057621
1006,1,8026.190076487807,0.08149659671323883,0.07221700426275597,0.16885758933299816,0.15379746783050946,0.11606559049264006,0.18397537828168484,0.24286938732009825,5.191161387530069e8,-299.1347060294235,7.0,1.0,0.9981175366960938,-299.1347060294235,301.51147489310836,-0.09451933609528851,-0.22231247801067866,3.0,0.0,0.3425427024057621,0.3425427024057621
1007,1,8165.668919019554,0.17743022792805538,0.15049760716911895,0.13149010394083735,0.14340843241224116,0.17022599323333792,0.10226405369731909,0.02152363761856679,6.958072941657153e8,-298.98473547098405,7.0,1.0,0.7616459076265297,-298.98473547098405,302.9056588762721,0.20854934066812802,0.5657613598838793,3.0,0.0,0.3425427024057621,0.3425427024057621
1008,1,7924.729257074835,0.23042419456289975,0.131310537640162,0.09709427750178233,0.13510309597471637,0.20329701639578035,0.0594026649988023,0.017789201125224315,5.325570489223113e8,-300.6715456035109,7.0,1.0,0.8837564384715539,-300.6715456035109,303.1866048187445,0.12936017720511472,0.18698232754218225,3.0,0.0,0.3425427024057621,0.3425427024057621
1009,1,9416.9372239521,0.08014554601107034,0.07153464108076013,0.05276406712748227,0.054439224399715685,0.21603357076749083,0.05321799993036047,0.03296567648036157,8.514574453351144e8,-302.8027047788216,7.0,1.0,0.8935158803861195,-302.8027047788216,308.27332325996815,0.2147043133689408,0.37643234688687244,3.0,0.0,0.3425427024057621,0.3425427024057621
1010,1,9160.765255649503,0.24734499688892647,0.17361184366098611,0.18354182041950262,0.07780124880275194,0.14218001705886127,0.07719445399879728,0.056562736689822195,8.25883644538112e8,-299.47114312242365,15.0,1.0,0.9509347974522482,-299.47114312242365,307.4489729768072,-0.2622309957131961,-0.2622309957131961,3.0,0.0,0.3425427024057621,0.3425427024057621
1011,1,9034.138728548602,0.17522328351199298,0.2414772108647289,0.16684085010195515,0.0646097296471202,0.1667262843995464,0.07242523509501837,0.10983682867236222,8.38102439177667e8,-298.9796269631567,7.0,1.0,0.9692923269175919,-298.9796269631567,302.85035046335304,-0.0888901908869002,0.1479881732936974,3.0,0.0,0.3425427024057621,0.3425427024057621
1012,1,9137.31830684632,0.1248165399668817,0.055233694671266674,0.12521231225660437,0.21417894868562176,0.15989777801504582,0.1686842986871087,0.18053709938335147,5.216879487413019e8,-298.1841953216785,7.0,1.0,0.9880590644317128,-298.1841953216785,300.04239136223896,-0.11159371279160268,-0.12869894204806087,3.0,0.0,0.3425427024057621,0.3425427024057621
1013,1,9843.697674138646,0.20917990265211492,0.0640604886220266,0.14432359961386781,0.13681147607271288,0.01602884380479087,0.044954842677887755,0.11674105502901237,7.176737212666965e8,-301.55630421934063,7.0,1.0,0.5833940146372998,-301.55630421934063,302.4352033563069,0.501011259258064,1.576605173217672,3.0,0.0,0.3425427024057621,0.3425427024057621
1014,1,7504.674633640053,0.0841050164745287,0.021201500657081443,0.14748480413415774,0.10051768071743389,0.09692436414345763,0.11548041380504617,0.13260678626762393,9.680845529582633e8,-303.2811559281426,7.0,1.0,0.9702875550846622,-303.2811559281426,308.75902954761256,0.2229255738848792,-0.33354736265039264,3.0,0.0,0.3425427024057621,0.3425427024057621
1015,1,7884.349579649018,0.14714950293938223,0.06283490270515948,0.20045244803346185,0.19922060969879235,0.2048080617909659,0.19575794067666558,0.2827625986121041,9.614426041947469e8,-301.435874026257,7.0,1.0,0.9860063422769254,-301.435874026257,306.24480936003584,-0.06639541839632557,-0.1989801516829175,3.0,0.0,0.3425427024057621,0.3425427024057621
1016,1,8328.997262519111,0.15230609569593345,0.044858942123179264,0.1255415137723338,0.07520138560863604,0.1164708120370381,0.08570025057984225,0.06633971668148048,8.782004337825407e8,-300.20771748165686,7.0,1.0,1.0,-300.20771748165686,303.258256562385,-0.03088167767879213,-0.10098983981151832,3.0,0.0,0.3425427024057621,0.3425427024057621
