iteration,chain,Q1,Q2,Q3,Q4,Q5,Q6,Q7,R,obj,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1001,1,0.015157364881204427,0.007869818999431483,0.010069799671669818,0.014026816512637442,0.002101608499639175,0.009336392859561912,0.002657386555279933,3.053537909415617e8,-0.6695129119011525,-10.579076880376032,7.0,1.0,0.9876674545531741,-10.579076880376032,13.021643102514105,-0.0060083524209044725,-0.09042981111684334,3.0,0.0,0.3983591526837733,0.3983591526837733
1002,1,0.0025384181750230427,0.011919745587256378,0.01123417677035095,0.0058635119384659205,0.019094691144750237,0.010744827030966573,0.001113574314899328,1.2440464890447643e8,0.7629277362062403,-12.324109752074214,7.0,1.0,0.941420810136571,-12.324109752074214,13.925555136447018,-0.5067876770056365,-0.5067876770056365,3.0,0.0,0.3983591526837733,0.3983591526837733
1003,1,0.0020680869172922333,0.0161190025878259,0.008654618847445601,0.004071947549746102,0.02289388547782384,0.007883309277492648,0.0013839398129006323,1.7928543811487386e8,1.4154190602456211,-13.342188093159152,15.0,1.0,0.9187419967049151,-13.342188093159152,17.54420047981906,0.24452540839007852,-0.29133800183466363,3.0,0.0,0.3983591526837733,0.3983591526837733
1004,1,0.013670210501856277,0.004023313471729652,0.0018889171662793216,0.006191025544126018,0.0013726007387910508,0.0077907284283087125,0.01933891544798705,1.9608199114265412e8,0.6182879109032345,-11.914101366871824,7.0,1.0,0.9658918273574805,-11.914101366871824,17.018946427576296,-0.4575762375190635,-0.4575762375190635,3.0,0.0,0.3983591526837733,0.3983591526837733
1005,1,0.01770749955937973,0.011507288620354482,0.0029019290464546007,0.0023810310970974868,0.0030522622876419784,0.007454651547271498,0.02096469009647856,1.8685361779986343e8,0.34326068728926634,-11.63190612614097,15.0,1.0,0.290045381651579,-11.63190612614097,20.843070117625494,0.027592500390543506,2.281387328974944,3.0,0.0,0.3983591526837733,0.3983591526837733
1006,1,0.004804822412882907,0.007866323177806833,0.0054327751204653035,0.004734168319107739,0.001395998908201215,0.014130777036077305,0.0029212572481586087,3.242763140219649e8,0.9451465166041078,-12.29014069090901,7.0,1.0,0.942349683165573,-12.29014069090901,14.836482383395762,0.001399360954518869,0.21136225553116894,3.0,0.0,0.3983591526837733,0.3983591526837733
1007,1,0.01648984551488391,0.016441877119988964,0.00451490565878943,0.023832904468123507,0.0027081788316740203,0.008459532651203397,0.025833387616108955,1.8633326516555333e8,0.5454910516026072,-13.072714815536484,7.0,1.0,0.8932969690676108,-13.072714815536484,16.023963431886603,0.25088255700531725,-0.6302045254368007,3.0,0.0,0.3983591526837733,0.3983591526837733
1008,1,0.01648984551488391,0.016441877119988964,0.00451490565878943,0.023832904468123507,0.0027081788316740203,0.008459532651203397,0.025833387616108955,1.8633326516555333e8,0.5454910516026072,-13.072714815536484,3.0,1.0,0.05009738279936473,-13.072714815536484,18.10112623418686,0.0,19.747208396365924,2.0,0.0,0.3983591526837733,0.3983591526837733
1009,1,0.01617699535099717,0.013107537869844546,0.0037679356537982885,0.012323960657965455,0.0019441253738097172,0.002637357803422759,0.015841529320947522,1.682837839365604e8,0.39825487247060876,-11.094186662056758,7.0,1.0,1.0,-11.094186662056758,16.50173494956632,-0.7550721046926547,-0.8495214697617541,3.0,0.0,0.3983591526837733,0.3983591526837733
1010,1,0.005414701177364017,0.004259408585087246,0.011994842579460476,0.007377056208661275,0.019728000424376765,0.019839272402900083,0.005537771545860862,3.1535484920517975e8,0.07872765010047586,-10.814524343636519,7.0,1.0,0.9882548521789245,-10.814524343636519,12.71461422686856,-0.09529254110133678,-0.2085188262897706,3.0,0.0,0.3983591526837733,0.3983591526837733
