iteration,chain,Q1,Q2,Q3,Q4,Q5,Q6,Q7,R,obj,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1001,1,0.005765579994263944,0.0074321863837199815,0.0008159912972676177,0.004817688967576926,0.01691960769166201,0.004240172968566312,0.009117529377753165,7.775990577060093e7,-0.7578740624289628,-11.27116263951245,7.0,1.0,1.0,-11.27116263951245,14.602454766666114,-0.1237572164941696,-0.5069164662065759,3.0,0.0,0.37630456347101976,0.37630456347101976
1002,1,0.006337713752003274,0.016366341288933977,0.016940353249856998,0.003968510686486901,0.007454793884571681,0.005779025679542455,0.008847594740059977,4.745527300675155e7,-0.7278647147325462,-9.807008015928966,7.0,1.0,0.4451387885546235,-9.807008015928966,12.81631274967151,-0.545810938316432,4.9691792084693915,3.0,0.0,0.37630456347101976,0.37630456347101976
1003,1,0.011096307973007553,0.01903586153091307,0.017755579458459823,0.0024807791999995514,0.006762888215288751,0.007150293749022835,0.01271456371915534,8.888519462157167e7,-0.3703130567894819,-9.922748113478209,7.0,1.0,0.9487059850529279,-9.922748113478209,13.404718187910651,-0.014482556669683788,0.36786869169483083,3.0,0.0,0.37630456347101976,0.37630456347101976
1004,1,0.009416414250930519,0.002214382901263123,0.004098710454291182,0.002836732515501449,0.00013701136026623178,0.010151162153147117,0.008009182045382191,1.0334049156422552e8,1.1595667531500489,-14.249762301487172,15.0,1.0,0.41339645132536607,-14.249762301487172,16.838177622005077,0.2467594918561069,3.2134204863896194,4.0,0.0,0.37630456347101976,0.37630456347101976
1005,1,0.009120612358291678,0.0029733220509846835,0.002202954563489907,0.0046193985494382495,0.008143396302130039,0.009985217385098725,0.008010582240285107,4.046211663609405e7,1.119939927840915,-10.849391493919024,31.0,1.0,0.9233781168970724,-10.849391493919024,18.27885904981172,-1.1208689762140303,-1.5175611597023781,4.0,0.0,0.37630456347101976,0.37630456347101976
1006,1,0.009692706713229086,0.0031103827031279405,0.021066614636272327,0.007932106483526427,0.005115561854304277,0.011744336869672025,0.008540615098963703,1.2555285127043463e7,1.2684406436757123,-13.174156367954094,7.0,1.0,0.9593956492258583,-13.174156367954094,15.191020757877244,0.06712011749485214,-0.15982135115283924,3.0,0.0,0.37630456347101976,0.37630456347101976
1007,1,0.009692706713229086,0.0031103827031279405,0.021066614636272327,0.007932106483526427,0.005115561854304277,0.011744336869672025,0.008540615098963703,1.2555285127043463e7,1.2684406436757123,-13.174156367954094,7.0,1.0,0.01927795453485111,-13.174156367954094,25.980961837541436,0.0,5.025926349713515,3.0,0.0,0.37630456347101976,0.37630456347101976
1008,1,0.009781945883450787,0.0028689243046948238,0.006735190348980436,0.008337616079114126,0.0026850040423280577,0.010361931335757319,0.007919945472368949,1.4477249464267202e7,0.40672182154104675,-11.635351019866821,7.0,1.0,0.24913558043438047,-11.635351019866821,18.216263393954243,0.4235472760527479,1.9933638170633046,3.0,0.0,0.37630456347101976,0.37630456347101976
1009,1,0.012686405118609521,0.002221145094591676,0.005131482266853209,0.009190837162384774,0.003128670593088445,0.009774639677260338,0.008933741680431852,1.6644367196810918e7,0.17047045308587422,-11.472040077653997,7.0,1.0,0.999214103770746,-11.472040077653997,12.70198019289137,0.0019586537767644074,-0.1648948023749437,3.0,0.0,0.37630456347101976,0.37630456347101976
1010,1,0.004246817187839677,0.0033484032761960237,0.01881732230776656,0.014533384779300322,0.01369808170486483,0.013891325070816338,0.009075823886490291,7.497522955713934e7,-0.4770789443253256,-9.820576881257729,7.0,1.0,0.9584725841166014,-9.820576881257729,13.62351804963515,-0.2440973911163251,-0.2440973911163251,3.0,0.0,0.37630456347101976,0.37630456347101976
