iteration,chain,σ1,Q1,Q2,Q3,Q4,R,g,P11,alpha,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
511,1,0.5692399274641182,3.569035961732036e-9,5.142434255692278e-7,4.826131571206922e-7,0.00010182813902886103,0.08631799835999486,9.814536514653573,1.1135192535740177,1.0097604666410143,-140.8187362693422,3.0,1.0,0.8717868675254875,-140.8187362693422,142.5960685361698,0.48554683735628146,-0.9665982926136962,2.0,0.0,0.888473390864296,0.888473390864296
512,1,0.5690286540353061,3.126528756527557e-9,4.874622727024615e-7,5.115745383657848e-7,9.92807722822007e-5,0.08364863906108477,9.80718593448655,0.948144392585381,0.9948431439900207,-139.25576365314552,3.0,1.0,1.0,-139.25576365314552,144.962841457464,-0.39549752227378576,-0.6336163916761564,2.0,0.0,0.888473390864296,0.888473390864296
513,1,0.565886341528103,3.2736678399672033e-9,4.896818286409655e-7,4.922649757399309e-7,0.00012348198602560578,0.10100046178828201,9.822304128984717,1.1086375883084174,0.9956391614864357,-137.5278804743664,3.0,1.0,0.8913192752455844,-137.5278804743664,143.51419052427605,-0.2706316323772455,0.39458774311847833,2.0,0.0,0.888473390864296,0.888473390864296
514,1,0.5691358351250299,3.1737638733947117e-9,4.899339691179386e-7,5.016124243601621e-7,0.00012268337835943697,0.08833659101006766,9.799026955807609,0.9100601720171427,0.9990480101657924,-140.5268810851625,7.0,1.0,0.4652708488141451,-140.5268810851625,145.68345965997023,1.5790254866024327,1.5790254866024327,2.0,0.0,0.888473390864296,0.888473390864296
515,1,0.574528845611186,3.4340538887688346e-9,5.093505490721688e-7,5.00776213227103e-7,0.00010518291016441798,0.10180922902412921,9.820983634071391,1.0106606747454705,0.9968619819880696,-134.59404613526303,3.0,1.0,0.8230266127116769,-134.59404613526303,142.54469009957904,-0.9696459286856509,-0.9696459286856509,2.0,0.0,0.888473390864296,0.888473390864296
516,1,0.5653226491967285,3.2622758795981353e-9,4.897082045929094e-7,5.032054169465217e-7,9.86889617545943e-5,0.10196465172897834,9.800650426820296,1.01204361605228,0.9906414571207296,-134.7268854682105,3.0,1.0,0.6470816871950846,-134.7268854682105,139.05379033184613,-0.008314605180402168,0.9340581032316209,2.0,0.0,0.888473390864296,0.888473390864296
517,1,0.5642786445593047,3.274223694665504e-9,4.98900799095569e-7,5.135000585042397e-7,9.952170289817608e-5,0.10718706303161113,9.8008324208098,0.9525465811098183,0.992628767102637,-135.50255463753626,3.0,1.0,0.8720709420480103,-135.50255463753626,136.65108663929766,0.17677721610758113,0.17677721610758113,2.0,0.0,0.888473390864296,0.888473390864296
518,1,0.5633750486444917,3.218364618205566e-9,4.969524229385776e-7,5.123636920178136e-7,9.195979420094221e-5,0.10283667281734558,9.847674503929918,0.9860774437915155,1.0042454710016797,-137.2831388398699,3.0,1.0,0.5806784485864442,-137.2831388398699,139.85185280723846,0.45952845266944564,0.6231854421508558,2.0,0.0,0.888473390864296,0.888473390864296
519,1,0.5822719430759193,3.336601869865123e-9,5.054644572137631e-7,5.043128200730796e-7,0.0001070663680493312,0.09833945544117687,9.784566631234432,0.9967066977046403,0.996771712808474,-135.71025966398767,3.0,1.0,1.0,-135.71025966398767,138.36693783013115,-0.3301160642744492,-0.38888605179215574,2.0,0.0,0.888473390864296,0.888473390864296
520,1,0.5598180885860666,3.3599973278666254e-9,4.887740394388416e-7,4.947151000235312e-7,9.047423526895441e-5,0.10810447739857106,9.839829788819817,1.0029490024398693,0.9998008794870882,-136.39242534791072,3.0,1.0,0.4669965651805053,-136.39242534791072,144.6434926675948,-0.046655766847948144,1.7994250395697975,2.0,0.0,0.888473390864296,0.888473390864296
521,1,0.5550232958591094,3.2635960143035233e-9,4.786090935623822e-7,4.885365641965752e-7,9.014359239498588e-5,0.10470910927202437,9.841286468712033,0.99908316122667,1.0083910835022238,-139.8943688993665,3.0,1.0,0.822950838571718,-139.8943688993665,141.0206665402991,0.7574670254165881,0.7574670254165881,2.0,0.0,0.888473390864296,0.888473390864296
522,1,0.5660526766910586,3.3031003879935946e-9,5.117263555396755e-7,5.095891917833473e-7,0.0001067912359832724,0.11422505115796165,9.803561339175353,1.0406998340085587,1.0080286076501253,-135.83953543264005,3.0,1.0,1.0,-135.83953543264005,141.61924738629466,-0.97782662543284,-0.97782662543284,2.0,0.0,0.888473390864296,0.888473390864296
523,1,0.5742451419356542,3.4951154266765967e-9,4.994756664657385e-7,5.196143047890656e-7,0.00010577299172287029,0.09731029480869978,9.821451480614577,1.0304916343724868,0.9932672701501447,-137.10910044875646,3.0,1.0,0.8479486822592867,-137.10910044875646,139.52729860198508,0.23766332966667392,0.27786291297414323,2.0,0.0,0.888473390864296,0.888473390864296
524,1,0.5624268603455548,3.4251575406140476e-9,5.018240993180187e-7,4.962989648786659e-7,0.00010588667496682879,0.10524858830670462,9.796602837177186,0.9303438425716795,0.989911258307405,-135.85779752982992,7.0,1.0,0.6593735689922815,-135.85779752982992,141.4982479607305,-0.0918695938398173,1.0546446754054841,2.0,0.0,0.888473390864296,0.888473390864296
525,1,0.5636751670018619,3.4197076485394584e-9,4.948926959652009e-7,5.028597068132368e-7,9.081406181480711e-5,0.0968639209302117,9.802394667882611,1.0292727664991175,1.0125813201065768,-135.42808855057325,3.0,1.0,0.5782453663067871,-135.42808855057325,141.0113111854021,-0.27761325907232504,1.09691829447317,2.0,0.0,0.888473390864296,0.888473390864296
526,1,0.5717643509078337,3.5595366336239634e-9,5.091515733719679e-7,4.994058561090759e-7,0.00011222834936257436,0.09346591843165047,9.816723962712722,0.9951841109959321,1.010602978528878,-137.82323958232288,3.0,1.0,0.5674666484796825,-137.82323958232288,140.98924919386377,0.38677963485181976,0.7029610386758804,2.0,0.0,0.888473390864296,0.888473390864296
527,1,0.56806098368182,3.2196992551709386e-9,4.946839192824125e-7,4.795893499529313e-7,9.503292198486518e-5,0.08584906574791955,9.805655566618116,0.9611351469792824,1.0122848640989508,-138.71919370119875,19.0,1.0,0.8985866450613773,-138.71919370119875,142.08138199246514,0.057137105614458505,-0.7233397257579384,4.0,0.0,0.888473390864296,0.888473390864296
528,1,0.5695796950505154,3.38006413377094e-9,5.056282458223106e-7,4.974428572680265e-7,0.00012368775416657433,0.10697947638837886,9.83306368312137,1.0375742480743444,1.0145756419653358,-137.97048117848007,39.0,1.0,0.93522471252505,-137.97048117848007,142.74370280879594,-0.25516720359144074,-0.49005378739937555,5.0,0.0,0.888473390864296,0.888473390864296
529,1,0.5569040678964289,3.217394964200261e-9,4.95793505574796e-7,5.095964622568569e-7,9.915350906129459e-5,0.08413687069558203,9.811306487729189,1.0054632000376258,1.0139391227862864,-138.01584100803902,35.0,1.0,0.9172753891184824,-138.01584100803902,142.2811568263572,-0.012992284772451512,0.31568113089642225,5.0,0.0,0.888473390864296,0.888473390864296
530,1,0.5648167947528199,3.392262537161629e-9,5.049055479038164e-7,4.952168779006559e-7,8.975804942554335e-5,0.09618174719406276,9.804157831916456,1.0051589685726938,1.0104269538463042,-135.11912722115036,3.0,1.0,0.9016565247385516,-135.11912722115036,140.87761673538586,-0.5951185428277199,-0.5951185428277199,2.0,0.0,0.888473390864296,0.888473390864296
531,1,0.5766160640104361,3.1955012159745128e-9,5.066382710499645e-7,4.96241054264742e-7,0.00011460587371497958,0.08858676514285597,9.799549800577411,0.902390286316606,1.0248300901562297,-143.3031286374367,3.0,1.0,0.3136269351349181,-143.3031286374367,144.7714870375727,1.5316582531288816,1.5316582531288816,2.0,0.0,0.888473390864296,0.888473390864296
532,1,0.5918717313626334,3.2874844846454314e-9,4.973135707848322e-7,4.967255456583392e-7,0.00010478164369234058,0.08274141354841333,9.809243628577393,0.9063466004913798,1.013212905312471,-141.6131638251936,3.0,1.0,1.0,-141.6131638251936,146.74563695903643,-0.07254521733065644,-0.8439911785310983,2.0,0.0,0.888473390864296,0.888473390864296
533,1,0.5757426396815031,3.277783418959911e-9,4.997292788036928e-7,4.994831714494795e-7,9.605044199563935e-5,0.08930537283861333,9.83201976112262,0.9518318137545606,1.0075386318900914,-135.93436228614854,3.0,1.0,1.0,-135.93436228614854,142.338206902174,-0.8938231655939433,-0.8938231655939433,2.0,0.0,0.888473390864296,0.888473390864296
534,1,0.5622758679144217,3.3189578741748485e-9,5.025314211917109e-7,5.004689567422813e-7,9.82148016218047e-5,0.09996430320005951,9.821482353441736,0.9167770462090749,1.0103532190839584,-135.7912046922855,7.0,1.0,0.9798305502900144,-135.7912046922855,137.97128871008783,-0.15443536935896418,-0.36698142183894333,2.0,0.0,0.888473390864296,0.888473390864296
535,1,0.5622758679144217,3.3189578741748485e-9,5.025314211917109e-7,5.004689567422813e-7,9.82148016218047e-5,0.09996430320005951,9.821482353441736,0.9167770462090749,1.0103532190839584,-135.7912046922855,3.0,1.0,0.30031153471065664,-135.7912046922855,143.13296562867112,0.0,1.7383877264993828,2.0,0.0,0.888473390864296,0.888473390864296
536,1,0.5757410269381822,3.3223746629126494e-9,5.023494111675044e-7,4.928724389081857e-7,0.00010362599398124342,0.10613162733785905,9.803421420015171,1.182621922192345,0.9781108852275522,-138.493724509913,3.0,1.0,0.6203013916231086,-138.493724509913,142.34439443213492,0.5170681619758,1.329392306340793,2.0,0.0,0.888473390864296,0.888473390864296
537,1,0.5826958469396052,3.3507716363384998e-9,5.146071134486522e-7,4.939231800795005e-7,9.258297572058167e-5,0.1015381385727161,9.81454896097359,1.1773376362894528,0.9714319202010049,-141.73230423781612,3.0,1.0,0.832808839556331,-141.73230423781612,143.17645275221213,0.6962991053220549,0.6962991053220549,2.0,0.0,0.888473390864296,0.888473390864296
538,1,0.5808052443106965,3.352599429281406e-9,4.875004843678974e-7,5.092800499253785e-7,9.596136237487483e-5,0.10000832790077979,9.824586532449187,1.0398504731931162,0.982590886897952,-137.13039462682903,3.0,1.0,0.8625504830903616,-137.13039462682903,144.8367925654978,-0.9658373096954733,-0.9658373096954733,2.0,0.0,0.888473390864296,0.888473390864296
539,1,0.5574060216865104,3.335574061068373e-9,5.153497666561842e-7,5.018842070328287e-7,9.48887176254063e-5,0.10486839107854207,9.794935220374922,1.0324983223275355,1.0093173588732318,-136.24404383610494,11.0,1.0,0.7308764797420306,-136.24404383610494,141.05981231090695,-0.14487111064912028,1.0310347285995363,3.0,0.0,0.888473390864296,0.888473390864296
540,1,0.5806567881868877,3.346532577164225e-9,4.846209042959458e-7,4.908439901428839e-7,9.72223575768931e-5,0.09875404404899756,9.83011451204931,1.0282047974240196,0.9948146528676056,-136.34166032876436,3.0,1.0,0.9405359904065921,-136.34166032876436,139.01712547703957,0.02180451685669027,0.17057898583402675,2.0,0.0,0.888473390864296,0.888473390864296
541,1,0.5812302160991724,3.2979309476531367e-9,4.943662168496442e-7,5.107869709770088e-7,9.73872071503575e-5,0.10777750460399803,9.821842761407265,0.9682226428314427,1.006865437334346,-135.88115373483873,3.0,1.0,0.8036973702431823,-135.88115373483873,140.31352476413014,-0.11225044700148601,0.4672287196763989,2.0,0.0,0.888473390864296,0.888473390864296
542,1,0.59643675330438,3.3523338880427053e-9,5.008085154062745e-7,5.016561906269454e-7,0.00010020031894432708,0.11671674165748396,9.782996365490737,1.1296779134074846,0.9833341388024532,-141.5246395762448,3.0,1.0,0.2447676095682265,-141.5246395762448,146.83719068969273,1.3102033318693316,1.8120269496618846,2.0,0.0,0.888473390864296,0.888473390864296
543,1,0.543759050386855,3.2917572157894818e-9,5.004635058130986e-7,5.108359110846881e-7,0.00010295989788782689,0.09001347109980164,9.835777557345796,0.9474712952808261,1.0079918373685415,-140.60023706004117,3.0,1.0,1.0,-140.60023706004117,146.48533591393124,-0.1117492771796833,-0.6876180228479427,2.0,0.0,0.888473390864296,0.888473390864296
544,1,0.5821157498099965,3.334775328963199e-9,5.036600046438231e-7,4.868353024942235e-7,0.00011219719726317671,0.10415932386166993,9.784868906055925,1.1054835624947814,0.9788478005927745,-139.159734557375,3.0,1.0,1.0,-139.159734557375,143.49381789260195,-0.5477151782682483,-1.2017175145139447,2.0,0.0,0.888473390864296,0.888473390864296
545,1,0.5529065626329707,3.150612543480724e-9,4.775703538177476e-7,5.007856172554091e-7,9.02240094429584e-5,0.11105796624397571,9.809861534464924,1.0690390731445452,1.0051182620863823,-140.42487873222498,7.0,1.0,0.7203467828600196,-140.42487873222498,145.3630368707216,0.3392471455081818,0.7603302920535384,2.0,0.0,0.888473390864296,0.888473390864296
546,1,0.5854368610537988,3.5438806896812695e-9,5.192753201823195e-7,5.013715637283185e-7,0.0001142368632650509,0.0952141162755961,9.807012145412491,1.01356332849869,0.9919767611443748,-140.23367519623997,7.0,1.0,0.9854673390390957,-140.23367519623997,143.84412420589354,-0.07287100525971368,-0.5427420679960449,2.0,0.0,0.888473390864296,0.888473390864296
547,1,0.5832000730830195,3.461304349705315e-9,5.250989810292835e-7,5.010049111189646e-7,0.00010880480123054362,0.09194170003509712,9.79694457625691,1.0350968118770207,1.0088958973643674,-139.77525034635212,7.0,1.0,0.9897431536853505,-139.77525034635212,143.53912534959136,-0.196146787573241,-1.1251436362131813,2.0,0.0,0.888473390864296,0.888473390864296
548,1,0.5650032265435154,3.359642677742202e-9,5.14091122738622e-7,5.082305049757387e-7,0.0001163808750174386,0.11187191158720054,9.772153082466174,0.9389210792152735,0.9995881581701588,-138.97182554938098,3.0,1.0,0.8602985570228426,-138.97182554938098,145.67397788630797,-0.1203428262172963,0.5301268511169894,2.0,0.0,0.888473390864296,0.888473390864296
549,1,0.5717373199764336,3.281457830916639e-9,4.897156325001284e-7,5.054406010461616e-7,9.629967460100378e-5,0.09438259584811441,9.808820213438784,1.133892344248772,0.9921081445075435,-135.5561209696321,3.0,1.0,1.0,-135.5561209696321,139.84301846201555,-0.734590755123719,-0.8000708724096057,2.0,0.0,0.888473390864296,0.888473390864296
550,1,0.5762972215016658,3.283116042750192e-9,4.939086453010161e-7,5.195173999731742e-7,0.0001054760992736646,0.0989904399663594,9.80025721892654,1.0684024220310813,0.9853546827890007,-137.14519376386474,3.0,1.0,0.8676336292861114,-137.14519376386474,138.93726581856097,0.14064734751204355,0.3091028720453153,2.0,0.0,0.888473390864296,0.888473390864296
551,1,0.5820285268577756,3.2134277015067676e-9,5.028774853171468e-7,4.971032961993547e-7,0.00010174430081691743,0.09739066644267588,9.821212818164891,1.0563874508116238,0.9847684765089707,-136.45342203676185,7.0,1.0,0.8364131495217197,-136.45342203676185,140.7433622460165,-0.07698778101536163,0.41956473985598564,2.0,0.0,0.888473390864296,0.888473390864296
552,1,0.5699468454956713,3.2550848439876425e-9,5.106698990949241e-7,5.12399054618602e-7,0.00010143014050943559,0.09709780236146828,9.824644097191007,1.0146939683919682,1.0116410858439688,-135.9484421255725,15.0,1.0,0.9551042245247632,-135.9484421255725,138.32884677660334,-0.14441770213977634,-0.31674630310340035,3.0,0.0,0.888473390864296,0.888473390864296
553,1,0.5692540062831233,3.423136935351898e-9,4.856310860143939e-7,4.838758475592144e-7,9.966290958509906e-5,0.10728032686573602,9.793854989178143,1.071665145065334,0.9877175175947319,-137.2333546827615,3.0,1.0,0.7286778629717325,-137.2333546827615,139.99198857887842,0.2733726858040768,0.4850422984478655,2.0,0.0,0.888473390864296,0.888473390864296
554,1,0.5591647320948477,3.396493677319288e-9,4.924119531171902e-7,4.758590795901322e-7,0.00011540161800908187,0.11116833582499974,9.814822815197815,0.9643013869539407,0.9895733364841288,-139.59669735347543,3.0,1.0,0.7682227938109998,-139.59669735347543,141.80012626490958,0.4918020600119348,0.4918020600119348,2.0,0.0,0.888473390864296,0.888473390864296
555,1,0.5823004568609005,3.3539366502513995e-9,4.914631713548044e-7,5.037935999576067e-7,9.377877783572058e-5,0.08924704588135093,9.817929106335972,0.9912630498747947,0.9914476768546037,-136.2894981030698,3.0,1.0,1.0,-136.2894981030698,141.45036035591252,-0.563116281860033,-0.563116281860033,2.0,0.0,0.888473390864296,0.888473390864296
556,1,0.5431708911809905,3.3603079900700323e-9,4.964278476008916e-7,5.044787835406283e-7,0.00010636825907062565,0.09850604776264753,9.816498807582253,1.0551439262136297,0.9932181309097835,-138.3811928261778,7.0,1.0,0.7903118544015459,-138.3811928261778,140.3375781315054,0.6019831011122108,0.7528722622631392,2.0,0.0,0.888473390864296,0.888473390864296
557,1,0.570226230826993,3.3664024967520557e-9,5.075870603103344e-7,5.168379465762544e-7,9.907309546950088e-5,0.09958715950808521,9.787470770565934,1.0505126714118875,1.0056132678867085,-135.8871286310573,11.0,1.0,0.7172062480715748,-135.8871286310573,142.52741408643394,-0.6837098567834516,-0.8886386241731827,3.0,0.0,0.888473390864296,0.888473390864296
558,1,0.5696257205477984,3.3658601410160735e-9,5.048633659689182e-7,5.126875394133451e-7,8.777580462226837e-5,0.09173638287264892,9.77000565724328,1.0312026417997917,1.001435644700694,-137.63487327711854,3.0,1.0,0.8831107108386171,-137.63487327711854,139.10077675267846,0.4318109327577133,0.4318109327577133,2.0,0.0,0.888473390864296,0.888473390864296
559,1,0.5849452694755695,3.3815054723754875e-9,4.923141105330086e-7,5.171065602343142e-7,9.183166180535123e-5,0.09005878706935905,9.8088090603113,0.9369586585154885,0.9897239248412663,-139.0015886237717,7.0,1.0,0.6340366039175432,-139.0015886237717,142.9036847861034,0.368320795376917,0.8898306441754187,2.0,0.0,0.888473390864296,0.888473390864296
560,1,0.5614605783514366,3.4733200869666372e-9,4.806986427108698e-7,5.161623368990965e-7,0.00010060489664062823,0.1018216897167975,9.816571821685516,1.1007403735540402,1.0047184577269075,-138.21037488446095,3.0,1.0,0.8337172629727858,-138.21037488446095,143.71756241417938,-0.19770388848328935,0.6908462518910596,2.0,0.0,0.888473390864296,0.888473390864296
561,1,0.5614605783514366,3.4733200869666372e-9,4.806986427108698e-7,5.161623368990965e-7,0.00010060489664062823,0.1018216897167975,9.816571821685516,1.1007403735540402,1.0047184577269075,-138.21037488446095,3.0,1.0,0.06642988383312749,-138.21037488446095,147.65181746675503,0.0,2.7713989967122643,2.0,0.0,0.888473390864296,0.888473390864296
562,1,0.5763630540945774,3.219315457337635e-9,5.198554386721377e-7,4.861268642133529e-7,0.00010339324369536477,0.09989713785046724,9.807244907255111,0.9617807916634261,0.9916962654077017,-137.94900597456527,7.0,1.0,1.0,-137.94900597456527,139.5470000794269,-0.06740789880961984,-0.6497721990473622,2.0,0.0,0.888473390864296,0.888473390864296
563,1,0.5683829760295909,3.2516490886471667e-9,5.120270898258398e-7,4.967043759181868e-7,0.0001117448708826494,0.10061597175314578,9.827188968343135,1.0415242824564737,0.9886409409713073,-135.89373106111103,3.0,1.0,1.0,-135.89373106111103,139.0951190823573,-0.47684926061984356,-0.47684926061984356,2.0,0.0,0.888473390864296,0.888473390864296
564,1,0.5656843777328351,3.256505887392981e-9,5.084851601803782e-7,5.005126891911606e-7,9.540903847356862e-5,0.10928811450847031,9.797478456497952,1.0659785778667978,0.9871414442802346,-135.46849986677668,23.0,1.0,0.7689749590420183,-135.46849986677668,138.81174427444768,-0.10244038056123372,0.8210419313980708,4.0,0.0,0.888473390864296,0.888473390864296
565,1,0.5558746223559188,3.27477208290212e-9,5.085724821265284e-7,5.074054774955186e-7,9.477904822566913e-5,0.1008982019626042,9.848862767604313,0.9571476531343728,1.0071371440343775,-137.85072801654175,3.0,1.0,0.43814976359833196,-137.85072801654175,140.90669516736887,0.7296963201155506,0.9899627479454978,2.0,0.0,0.888473390864296,0.888473390864296
566,1,0.5699845010125861,3.217253656831649e-9,5.054642472827308e-7,4.973245227559322e-7,9.258213166636217e-5,0.10209872719997354,9.821062691130084,0.9187469430784407,0.9932136744746514,-136.31137496975668,3.0,1.0,0.9752705853511063,-136.31137496975668,140.75725026609803,-0.5510242391795259,-0.5510242391795259,2.0,0.0,0.888473390864296,0.888473390864296
567,1,0.5706005371064535,3.457379802275551e-9,4.922814790662063e-7,5.030879996404024e-7,9.988848136908308e-5,0.1011397288530628,9.80413986136172,1.1726371481493636,0.9973452148125937,-136.3614134493281,3.0,1.0,0.8222862874480846,-136.3614134493281,140.79163395890907,-0.04033656189426438,0.761728288952412,2.0,0.0,0.888473390864296,0.888473390864296
568,1,0.5616096954127161,3.405369317315059e-9,5.147855103108258e-7,4.962906942102024e-7,0.00010233024396151408,0.10998426122165154,9.81556464361013,0.9112927716343913,1.0044713128196103,-137.35264767108364,7.0,1.0,0.9426217287912013,-137.35264767108364,139.05193993695326,-0.4148061263545344,-0.7878067235480444,2.0,0.0,0.888473390864296,0.888473390864296
569,1,0.5801213531982993,3.295403211500735e-9,4.99625704964466e-7,4.985847676555513e-7,9.958641390905161e-5,0.11145456147551736,9.80022185230267,1.0598682972502302,1.00175668161422,-134.76647791099273,3.0,1.0,0.8285185988178165,-134.76647791099273,140.19588976542292,-1.0788253572075064,-1.0788253572075064,2.0,0.0,0.888473390864296,0.888473390864296
570,1,0.5801213531982993,3.295403211500735e-9,4.99625704964466e-7,4.985847676555513e-7,9.958641390905161e-5,0.11145456147551736,9.80022185230267,1.0598682972502302,1.00175668161422,-134.76647791099273,3.0,1.0,0.3088688083970701,-134.76647791099273,141.87250433271814,0.0,1.3209967153155162,2.0,0.0,0.888473390864296,0.888473390864296
571,1,0.582168485965085,3.4038407611219603e-9,4.945029718191948e-7,4.936881644066463e-7,9.366519809558864e-5,0.10479242206533791,9.78234792476022,1.0589564261355784,1.002978067644623,-136.2561427957081,3.0,1.0,0.8792461709859191,-136.2561427957081,137.3485137453168,0.34702520677004145,0.34702520677004145,2.0,0.0,0.888473390864296,0.888473390864296
572,1,0.5698841045496392,3.227635237756374e-9,4.901900494866478e-7,4.919589514156915e-7,0.00011218745412928779,0.10283714104211951,9.792662629100029,1.029586096377371,1.0021854742304672,-135.688643554103,11.0,1.0,0.899335738089788,-135.688643554103,138.6779202440087,-0.18703908126968827,0.38309955606737844,3.0,0.0,0.888473390864296,0.888473390864296
573,1,0.5698841045496392,3.227635237756374e-9,4.901900494866478e-7,4.919589514156915e-7,0.00011218745412928779,0.10283714104211951,9.792662629100029,1.029586096377371,1.0021854742304672,-135.688643554103,11.0,1.0,0.06494264942037287,-135.688643554103,147.89695627261057,0.0,4.442183532333559,3.0,0.0,0.888473390864296,0.888473390864296
574,1,0.5705452615627383,3.2623267437335515e-9,5.227278436394639e-7,4.915617219864001e-7,9.298049402789663e-5,0.09602591273812565,9.80276287282521,0.978039995307129,1.005975602396054,-137.37094787619202,7.0,1.0,0.7873468781518002,-137.37094787619202,139.58020224025026,0.38618045510645516,0.38618045510645516,2.0,0.0,0.888473390864296,0.888473390864296
575,1,0.5719756835642629,3.3678930187683366e-9,5.224192112187285e-7,4.947503839439202e-7,0.00010799540476656553,0.12212028897401099,9.82881146072254,1.0595118910627257,0.9988062815093219,-138.78896030873793,7.0,1.0,0.7505050260148833,-138.78896030873793,143.6345205488626,-0.03214786478486076,0.5255826556565637,2.0,0.0,0.888473390864296,0.888473390864296
576,1,0.5719756835642629,3.3678930187683366e-9,5.224192112187285e-7,4.947503839439202e-7,0.00010799540476656553,0.12212028897401099,9.82881146072254,1.0595118910627257,0.9988062815093219,-138.78896030873793,3.0,1.0,0.6111904426712611,-138.78896030873793,144.8972986825243,0.0,0.9098924411006237,2.0,0.0,0.888473390864296,0.888473390864296
577,1,0.5648948874523855,3.2359956922843432e-9,5.016037573898243e-7,4.856266738581311e-7,0.00012645419220171615,0.11939847724894848,9.869932604661832,1.1820087985434067,1.0153619794158173,-147.98556780164182,3.0,1.0,0.13578416111243088,-147.98556780164182,153.84704471305167,2.5722667332561855,2.5722667332561855,2.0,0.0,0.888473390864296,0.888473390864296
578,1,0.5631788666717056,3.5027048476755846e-9,4.984901530482756e-7,5.262982179221804e-7,9.581791543497882e-5,0.09125250924377515,9.76814628009584,1.1869754546614872,0.9960372043533565,-144.27942216870696,31.0,1.0,0.8481208978029756,-144.27942216870696,152.9010970031332,-0.9117559906141537,-2.301789744003713,4.0,0.0,0.888473390864296,0.888473390864296
