iteration,chain,σ1,dt,R,g,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1001,1,0.5608550417047959,0.009695205733025538,0.09432899270678714,9.817249769911221,-151.44936667653747,7.0,1.0,0.8889555405646353,-151.44936667653747,152.12644891122872,0.3085308473102941,0.3085308473102941,2.0,0.0,0.8824918853264263,0.8824918853264263
1002,1,0.5902715167636703,0.007738209185155631,0.12014145551039457,9.780047210037983,-155.54348215893341,3.0,1.0,0.502558102371437,-155.54348215893341,155.96092569557715,1.3535199231916977,1.3889180071448664,2.0,0.0,0.8824918853264263,0.8824918853264263
1003,1,0.5797498408395069,0.007909368654098796,0.09269002871645211,9.775288957672759,-152.82665655673372,3.0,1.0,0.37972456183181064,-152.82665655673372,158.68531853309196,-0.5862218337879312,3.447312548737642,2.0,0.0,0.8824918853264263,0.8824918853264263
1004,1,0.5672303962117671,0.00975268362819804,0.11148642174537358,9.823471090678986,-151.272523090377,3.0,1.0,1.0,-151.272523090377,153.24632164135213,-0.32690936166952156,-0.3855490964050716,2.0,0.0,0.8824918853264263,0.8824918853264263
1005,1,0.5865431780814958,0.009963890867676725,0.10720417645150532,9.803989170498053,-153.57753591270696,3.0,1.0,0.833563615558106,-153.57753591270696,154.59252928994587,0.1410251819604298,0.24374433027878695,2.0,0.0,0.8824918853264263,0.8824918853264263
1006,1,0.556715402816872,0.009707288488814792,0.0926976497455575,9.807099756196639,-152.32214833804315,3.0,1.0,0.9738735813104024,-152.32214833804315,154.79112339295082,0.08162148068791453,-0.5494536077654288,2.0,0.0,0.8824918853264263,0.8824918853264263
1007,1,0.5839064516972704,0.009099741835081686,0.1094643486758061,9.818862595381795,-150.6911604096686,7.0,1.0,0.564076949068581,-150.6911604096686,153.6959561516893,-0.4165076039111568,5.826602045312939,3.0,0.0,0.8824918853264263,0.8824918853264263
1008,1,0.5839064516972704,0.009099741835081686,0.1094643486758061,9.818862595381795,-150.6911604096686,1.0,1.0,4.8645787930133853e-8,-150.6911604096686,154.59073532806755,0.0,16.838700611093742,1.0,0.0,0.8824918853264263,0.8824918853264263
1009,1,0.5659809207575222,0.009448845445559205,0.09292239929285454,9.792460147396811,-150.79524584828712,15.0,1.0,0.9446587071317106,-150.79524584828712,151.57880613175067,0.03670086344928336,0.17696837526031572,3.0,0.0,0.8824918853264263,0.8824918853264263
1010,1,0.5659809207575222,0.009448845445559205,0.09292239929285454,9.792460147396811,-150.79524584828712,3.0,1.0,0.8948032684147403,-150.79524584828712,152.34046136459358,0.0,0.19841313950882977,2.0,0.0,0.8824918853264263,0.8824918853264263
1011,1,0.5496202182492202,0.009031666630433397,0.09330923075438478,9.805841184045411,-153.47254043653874,3.0,1.0,0.6631328760755477,-153.47254043653874,154.49087471984453,0.5438686334130693,0.5438686334130693,2.0,0.0,0.8824918853264263,0.8824918853264263
1012,1,0.5685660923487516,0.00968281447139678,0.10440155154714,9.834666071394174,-151.0821865936669,3.0,1.0,0.6218991517625915,-151.0821865936669,156.22973325308615,-0.42100092327430616,1.8410886068861885,2.0,0.0,0.8824918853264263,0.8824918853264263
1013,1,0.568789125277397,0.008265912404148062,0.10472253924488568,9.830149009711427,-150.73225293570675,3.0,1.0,0.9683183851656082,-150.73225293570675,151.7689126196232,-0.11369679575085456,-0.16190895662140292,2.0,0.0,0.8824918853264263,0.8824918853264263
1014,1,0.5660546926541294,0.009495593009524437,0.08777565893724958,9.814819100122639,-151.11825972068448,7.0,1.0,0.9759257271397551,-151.11825972068448,151.8524716573271,-0.08416429670316461,-0.24942257085092479,2.0,0.0,0.8824918853264263,0.8824918853264263
1015,1,0.5679537845684874,0.009494104378096738,0.11811134676071651,9.808247940607204,-151.2700450054546,3.0,1.0,0.747455430240367,-151.2700450054546,154.67848161669352,-0.4513637467285321,0.639784213375691,2.0,0.0,0.8824918853264263,0.8824918853264263
1016,1,0.5624485497368824,0.0085747931459093,0.09855634133688455,9.83819324923297,-151.47906705212253,3.0,1.0,1.0,-151.47906705212253,153.07602574924647,-0.25691545954452977,-0.25691545954452977,2.0,0.0,0.8824918853264263,0.8824918853264263
1017,1,0.5735872440635437,0.00936907277540968,0.09561122843960444,9.80183800993858,-149.94221241437222,3.0,1.0,1.0,-149.94221241437222,151.48494824855567,-0.29593018224642265,-0.29593018224642265,2.0,0.0,0.8824918853264263,0.8824918853264263
1018,1,0.5711130766126301,0.008732677436240755,0.09356157162461752,9.812905674311764,-150.01203889726398,3.0,1.0,0.9919702943459741,-150.01203889726398,150.3272626638762,-0.043470050550212136,-0.043470050550212136,2.0,0.0,0.8824918853264263,0.8824918853264263
1019,1,0.5803623225804603,0.008535135634609916,0.08664796635729193,9.799518199169373,-151.4397966029297,3.0,1.0,0.7417703447008067,-151.4397966029297,152.04056757279577,0.3160189918586127,0.46183441750528686,2.0,0.0,0.8824918853264263,0.8824918853264263
1020,1,0.572808142537915,0.009788422856094058,0.10474779189286361,9.825952535522424,-150.90817364969107,7.0,1.0,0.49886979204850723,-150.90817364969107,152.21316324110012,0.1410142238821379,4.150909966270575,2.0,0.0,0.8824918853264263,0.8824918853264263
1021,1,0.5695963943635383,0.009707954079596893,0.09132789189484068,9.797997819580411,-151.0345866239962,11.0,1.0,0.2817653849539694,-151.0345866239962,151.8561434914775,0.07442217893671454,5.6388718698143805,3.0,0.0,0.8824918853264263,0.8824918853264263
1022,1,0.5685491245608882,0.009408095557697855,0.09935952493579862,9.817355168921274,-149.90296285869474,3.0,1.0,0.9751248687181638,-149.90296285869474,151.5040293257017,-0.18750716631839737,-0.18750716631839737,2.0,0.0,0.8824918853264263,0.8824918853264263
1023,1,0.5587030683379334,0.009688102307101591,0.1116195647450762,9.79304509229831,-152.2462672559147,3.0,1.0,0.6357961592263769,-152.2462672559147,153.42271180075528,0.41501404178180223,0.5893563446126393,2.0,0.0,0.8824918853264263,0.8824918853264263
1024,1,0.5617216734837002,0.009777234464416532,0.10232234840212596,9.797615035417758,-151.42013659807898,3.0,1.0,1.0,-151.42013659807898,152.51709134280566,-0.21313527930200848,-0.4950725036070196,2.0,0.0,0.8824918853264263,0.8824918853264263
1025,1,0.5578601892702332,0.00976468741222769,0.09399941057226763,9.8031697995175,-152.21450354815607,3.0,1.0,0.9426669779470268,-152.21450354815607,152.68592939634053,0.18874099677012168,0.18874099677012168,2.0,0.0,0.8824918853264263,0.8824918853264263
1026,1,0.5580641981683843,0.0082678761074658,0.10166341819395576,9.811955961017524,-151.43998300831177,3.0,1.0,0.7027535764994218,-151.43998300831177,153.03910601339686,-1.1114352930401878,2.223212799244493,2.0,0.0,0.8824918853264263,0.8824918853264263
1027,1,0.5580641981683843,0.0082678761074658,0.10166341819395576,9.811955961017524,-151.43998300831177,3.0,1.0,0.27294940744492796,-151.43998300831177,152.84585175386337,0.0,1.471776100558003,2.0,0.0,0.8824918853264263,0.8824918853264263
1028,1,0.5520523521461449,0.00934117229196647,0.09804883733043433,9.832939750388626,-153.19354101812428,3.0,1.0,0.8946212999896878,-153.19354101812428,153.95908494236716,0.36117865559518236,-0.43002517662966966,2.0,0.0,0.8824918853264263,0.8824918853264263
1029,1,0.5727759756279669,0.009386516959303693,0.09784689985423378,9.833240058657731,-150.45479212254102,3.0,1.0,0.9784909715161668,-150.45479212254102,154.02787961743664,-0.5247459849615552,-0.5247459849615552,2.0,0.0,0.8824918853264263,0.8824918853264263
1030,1,0.5699057974368936,0.009775406737194868,0.10099256278560328,9.809293506775017,-150.52687042107002,3.0,1.0,0.6025240783508335,-150.52687042107002,151.8549538673654,-0.00018114604361585407,1.0353652572684666,2.0,0.0,0.8824918853264263,0.8824918853264263
1031,1,0.5655922797189553,0.009538089773543607,0.08908987923821837,9.815299419556492,-151.04730472320313,3.0,1.0,0.8902881162353777,-151.04730472320313,152.0882874306327,0.17948649351100698,0.1801258365809133,2.0,0.0,0.8824918853264263,0.8824918853264263
1032,1,0.5850083111397543,0.009294931105368883,0.1019122492121318,9.804136737499828,-150.54112826844474,3.0,1.0,0.8119284362816539,-150.54112826844474,153.72230543037426,-0.08416238911925689,0.554467613839364,1.0,0.0,0.8824918853264263,0.8824918853264263
